"Exception","animations/iwp-packaged/Charged Particle Motion/pitch1-para.iwp","Error: Undefined symbol ar in <eval> at line number 707 at column number 12"
"result","path","totalFrames","framesWithDifferences","totalDifferences","framesWithLeftMissing","framesWithRightMissing","totalLeftMissing","totalRightMissing"
"Complete","animations/iwp-packaged/Forces/turntable04.iwp","1001","1","3","1","524","7155","0"
"Exception","animations/iwp-packaged/Forces/incplane05.iwp","Unexpected Inner condition, was type: {"0":{"x":0,"y":0},"1":{"x":10,"y":0},"2":{"x":0,"y":5.773502691896257}}"
"Exception","animations/iwp-packaged/Forces/incplane-template.iwp","Unexpected Inner condition, was type: {"0":{"x":0.8660254037844387,"y":-0.49999999999999994},"1":{"x":1.3660254037844386,"y":0.36602540378443876},"2":{"x":0.49999999999999994,"y":0.8660254037844387},"3":{"x":0,"y":0}}"
"result","path","totalFrames","framesWithDifferences","totalDifferences","framesWithLeftMissing","framesWithRightMissing","totalLeftMissing","totalRightMissing"
"Complete","animations/iwp-packaged/Forces/bppb6.iwp","1001","1","1","1","1","9000","0"
"Exception","animations/iwp-packaged/Function Reference/TEST_mathFunctions.iwp","null"
"Exception","animations/iwp-packaged/Function Reference/TEST_mathConstants.iwp","iwp6:1387> Unable to handle output with typeof: undefined in <eval> at line number 1488 at column number 4"
"result","path","totalFrames","framesWithDifferences","totalDifferences","framesWithLeftMissing","framesWithRightMissing","totalLeftMissing","totalRightMissing"
"Complete","animations/iwp-packaged/Gravitation/planetary-system-02.iwp","1001","1","8","1","1","13000","0"
"result","path","totalFrames","framesWithDifferences","totalDifferences","framesWithLeftMissing","framesWithRightMissing","totalLeftMissing","totalRightMissing"
"Complete","animations/iwp-packaged/Gravitation/planetary-system-retrograde.iwp","1001","1","6","1","1","11000","0"
"Exception","animations/iwp-packaged/Kinematics 1D/dvat-02.iwp","iwp6:1387> Unable to handle output with typeof: undefined in <eval> at line number 1468 at column number 7"
"result","path","totalFrames","framesWithDifferences","totalDifferences","framesWithLeftMissing","framesWithRightMissing","totalLeftMissing","totalRightMissing"
"Complete","animations/iwp-packaged/Kinematics 1D/velocity03.iwp","202","1","4","1","1","1407","0"
"Exception","animations/iwp-packaged/Kinematics 1D/dvat-01.iwp","iwp6:1387> Unable to handle output with typeof: undefined in <eval> at line number 1468 at column number 7"
"result","path","totalFrames","framesWithDifferences","totalDifferences","framesWithLeftMissing","framesWithRightMissing","totalLeftMissing","totalRightMissing"
"Complete","animations/iwp-packaged/Kinematics 1D/roadrage-bk.iwp","1001","0","0","1","1","7000","2000"
"result","path","totalFrames","framesWithDifferences","totalDifferences","framesWithLeftMissing","framesWithRightMissing","totalLeftMissing","totalRightMissing"
"Complete","animations/iwp-packaged/Kinematics 1D/dvat-08.iwp","102","1","2","1","1","505","0"
"result","path","totalFrames","framesWithDifferences","totalDifferences","framesWithLeftMissing","framesWithRightMissing","totalLeftMissing","totalRightMissing"
"Complete","animations/iwp-packaged/Kinematics 1D/velocity01.iwp","52","1","4","1","1","357","0"
"result","path","totalFrames","framesWithDifferences","totalDifferences","framesWithLeftMissing","framesWithRightMissing","totalLeftMissing","totalRightMissing"
"Complete","animations/iwp-packaged/Kinematics 1D/velocity02b.iwp","52","1","4","1","1","357","0"
"result","path","totalFrames","framesWithDifferences","totalDifferences","framesWithLeftMissing","framesWithRightMissing","totalLeftMissing","totalRightMissing"
"Complete","animations/iwp-packaged/Kinematics 1D/window01.iwp","502","1","2","1","1","7515","0"
"result","path","totalFrames","framesWithDifferences","totalDifferences","framesWithLeftMissing","framesWithRightMissing","totalLeftMissing","totalRightMissing"
"Complete","animations/iwp-packaged/Kinematics 1D/dvat-10.iwp","102","1","2","1","1","505","0"
"result","path","totalFrames","framesWithDifferences","totalDifferences","framesWithLeftMissing","framesWithRightMissing","totalLeftMissing","totalRightMissing"
"Complete","animations/iwp-packaged/Kinematics 1D/dvat-07.iwp","102","1","2","1","1","505","0"
"result","path","totalFrames","framesWithDifferences","totalDifferences","framesWithLeftMissing","framesWithRightMissing","totalLeftMissing","totalRightMissing"
"Complete","animations/iwp-packaged/Kinematics 1D/kingraph1.iwp","252","1","2","1","1","1255","0"
"result","path","totalFrames","framesWithDifferences","totalDifferences","framesWithLeftMissing","framesWithRightMissing","totalLeftMissing","totalRightMissing"
"Complete","animations/iwp-packaged/Kinematics 1D/dvat-11.iwp","102","1","2","1","1","505","0"
"result","path","totalFrames","framesWithDifferences","totalDifferences","framesWithLeftMissing","framesWithRightMissing","totalLeftMissing","totalRightMissing"
"Complete","animations/iwp-packaged/Kinematics 1D/dvat-06.iwp","102","1","2","1","1","505","0"
"Exception","animations/iwp-packaged/Kinematics 1D/dvat-04.iwp","iwp6:1387> Unable to handle output with typeof: undefined in <eval> at line number 1468 at column number 7"
"result","path","totalFrames","framesWithDifferences","totalDifferences","framesWithLeftMissing","framesWithRightMissing","totalLeftMissing","totalRightMissing"
"Complete","animations/iwp-packaged/Kinematics 1D/haretortoise2.iwp","252","1","6","1","1","2259","0"
"result","path","totalFrames","framesWithDifferences","totalDifferences","framesWithLeftMissing","framesWithRightMissing","totalLeftMissing","totalRightMissing"
"Complete","animations/iwp-packaged/Kinematics 1D/haretortoise.iwp","202","1","4","1","1","1407","0"
"result","path","totalFrames","framesWithDifferences","totalDifferences","framesWithLeftMissing","framesWithRightMissing","totalLeftMissing","totalRightMissing"
"Complete","animations/iwp-packaged/Kinematics 1D/kingraph2.iwp","402","1","2","1","1","2005","0"
"result","path","totalFrames","framesWithDifferences","totalDifferences","framesWithLeftMissing","framesWithRightMissing","totalLeftMissing","totalRightMissing"
"Complete","animations/iwp-packaged/Kinematics 1D/dvat-09.iwp","102","1","2","1","1","505","0"
"result","path","totalFrames","framesWithDifferences","totalDifferences","framesWithLeftMissing","framesWithRightMissing","totalLeftMissing","totalRightMissing"
"Complete","animations/iwp-packaged/Kinematics 1D/velocity02.iwp","52","1","4","1","1","357","0"
"Exception","animations/iwp-packaged/Kinematics 1D/dvat-template.iwp","iwp6:1387> Unable to handle output with typeof: undefined in <eval> at line number 1468 at column number 7"
"result","path","totalFrames","framesWithDifferences","totalDifferences","framesWithLeftMissing","framesWithRightMissing","totalLeftMissing","totalRightMissing"
"Complete","animations/iwp-packaged/Kinematics 1D/dvat-05.iwp","102","1","2","1","1","707","0"
"Exception","animations/iwp-packaged/Kinematics 1D/dvat-03.iwp","iwp6:1387> Unable to handle output with typeof: undefined in <eval> at line number 1468 at column number 7"
"result","path","totalFrames","framesWithDifferences","totalDifferences","framesWithLeftMissing","framesWithRightMissing","totalLeftMissing","totalRightMissing"
"Complete","animations/iwp-packaged/Kinematics 1D/acceleration01.iwp","102","1","1","1","1","4343","0"
"Exception","animations/iwp-packaged/Kinematics 2D/projectile-template.iwp","Unexpected Inner condition, was type: {"0":{"x":-15,"y":102.5},"1":{"x":0,"y":102.5},"2":{"x":0,"y":97.5},"3":{"x":-15,"y":97.5}}"
"Exception","animations/iwp-packaged/Kinematics 2D/globalcrossing-bk.iwp","iwp5:851 Compiled vars are not finite in <eval> at line number 707 at column number 12"
"result","path","totalFrames","framesWithDifferences","totalDifferences","framesWithLeftMissing","framesWithRightMissing","totalLeftMissing","totalRightMissing"
"Complete","animations/iwp-packaged/Kinematics 2D/race-template-2.iwp","202","1","4","1","1","1407","0"
"Exception","animations/iwp-packaged/Kinematics 2D/projectile-template-2.iwp","Unexpected Inner condition, was type: {"0":{"x":-15,"y":102.5},"1":{"x":0,"y":102.5},"2":{"x":0,"y":97.5},"3":{"x":-15,"y":97.5}}"
"result","path","totalFrames","framesWithDifferences","totalDifferences","framesWithLeftMissing","framesWithRightMissing","totalLeftMissing","totalRightMissing"
"Complete","animations/iwp-packaged/Kinematics 2D/ballcart02.iwp","202","1","3","1","1","1407","0"
"Exception","animations/iwp-packaged/Kinematics 2D/clock-02.iwp","iwp6:1387> Unable to handle output with typeof: undefined in <eval> at line number 1468 at column number 7"
"Exception","animations/iwp-packaged/Kinematics 2D/vector01.iwp","iwp6:1387> Unable to handle output with typeof: undefined in <eval> at line number 1468 at column number 7"
"result","path","totalFrames","framesWithDifferences","totalDifferences","framesWithLeftMissing","framesWithRightMissing","totalLeftMissing","totalRightMissing"
"Complete","animations/iwp-packaged/Kinematics 2D/ballcart01.iwp","202","1","3","1","1","1407","0"
"result","path","totalFrames","framesWithDifferences","totalDifferences","framesWithLeftMissing","framesWithRightMissing","totalLeftMissing","totalRightMissing"
"Complete","animations/iwp-packaged/Kinematics 2D/dartgun3.iwp","102","1","3","1","1","1313","0"
"result","path","totalFrames","framesWithDifferences","totalDifferences","framesWithLeftMissing","framesWithRightMissing","totalLeftMissing","totalRightMissing"
"Complete","animations/iwp-packaged/Kinematics 2D/ballcart04.iwp","202","1","3","1","1","1407","0"
"result","path","totalFrames","framesWithDifferences","totalDifferences","framesWithLeftMissing","framesWithRightMissing","totalLeftMissing","totalRightMissing"
"Complete","animations/iwp-packaged/Kinematics 2D/pursuit-template.iwp","202","1","2","1","1","1407","0"
"Exception","animations/iwp-packaged/Kinematics 2D/mgr1-2.iwp","iwp6:1387> Unable to handle output with typeof: undefined in <eval> at line number 1468 at column number 7"
"result","path","totalFrames","framesWithDifferences","totalDifferences","framesWithLeftMissing","framesWithRightMissing","totalLeftMissing","totalRightMissing"
"Complete","animations/iwp-packaged/Magnetism/helmholtz-3.iwp","52","1","8","1","26","260","0"
"Exception","animations/iwp-packaged/Momentum, Collisions, KE/collision-elastic-4.iwp","TypeError: Unexpected type of argument in function subtract (expected: Array or Matrix, actual: number, index: 1) in <eval> at line number 707 at column number 12"
"result","path","totalFrames","framesWithDifferences","totalDifferences","framesWithLeftMissing","framesWithRightMissing","totalLeftMissing","totalRightMissing"
"Complete","animations/iwp-packaged/Momentum, Collisions, KE/finalke-03.iwp","402","1","12","1","1","11629","0"
"Exception","animations/iwp-packaged/Momentum, Collisions, KE/collision-inelastic-01b.iwp","TypeError: Unexpected type of argument in function subtract (expected: Array or Matrix, actual: number, index: 1) in <eval> at line number 707 at column number 12"
"Exception","animations/iwp-packaged/Momentum, Collisions, KE/collision-inelastic-04a.iwp","TypeError: Unexpected type of argument in function subtract (expected: Array or Matrix, actual: number, index: 1) in <eval> at line number 707 at column number 12"
"Exception","animations/iwp-packaged/Momentum, Collisions, KE/collision-symmetric.iwp","TypeError: Unexpected type of argument in function subtract (expected: Array or Matrix, actual: number, index: 1) in <eval> at line number 707 at column number 12"
"Exception","animations/iwp-packaged/Momentum, Collisions, KE/collision-inelastic-03a.iwp","TypeError: Unexpected type of argument in function subtract (expected: Array or Matrix, actual: number, index: 1) in <eval> at line number 707 at column number 12"
"Exception","animations/iwp-packaged/Momentum, Collisions, KE/collision-inelastic-02b.iwp","TypeError: Unexpected type of argument in function subtract (expected: Array or Matrix, actual: number, index: 1) in <eval> at line number 707 at column number 12"
"Exception","animations/iwp-packaged/Momentum, Collisions, KE/collision-inelastic-03b.iwp","TypeError: Unexpected type of argument in function subtract (expected: Array or Matrix, actual: number, index: 1) in <eval> at line number 707 at column number 12"
"Exception","animations/iwp-packaged/Momentum, Collisions, KE/collision-elastic-3.iwp","Error: Undefined symbol vcm in <eval> at line number 707 at column number 12"
"Exception","animations/iwp-packaged/Momentum, Collisions, KE/collision-inelastic-01a.iwp","TypeError: Unexpected type of argument in function subtract (expected: Array or Matrix, actual: number, index: 1) in <eval> at line number 707 at column number 12"
"Exception","animations/iwp-packaged/Momentum, Collisions, KE/collision-inelastic-02a.iwp","TypeError: Unexpected type of argument in function subtract (expected: Array or Matrix, actual: number, index: 1) in <eval> at line number 707 at column number 12"
"Exception","animations/iwp-packaged/Momentum, Collisions, KE/collision-elastic-2.iwp","TypeError: Unexpected type of argument in function subtract (expected: Array or Matrix, actual: number, index: 1) in <eval> at line number 707 at column number 12"
"Exception","animations/iwp-packaged/Momentum, Collisions, KE/collision-inelastic-04b.iwp","TypeError: Unexpected type of argument in function subtract (expected: Array or Matrix, actual: number, index: 1) in <eval> at line number 707 at column number 12"
"Exception","animations/iwp-packaged/Momentum, Collisions, KE/collision-inelastic-template.iwp","TypeError: Unexpected type of argument in function subtract (expected: Array or Matrix, actual: number, index: 1) in <eval> at line number 707 at column number 12"
"Exception","animations/iwp-packaged/Momentum, Collisions, KE/collision-inelastic-05.iwp","TypeError: Unexpected type of argument in function subtract (expected: Array or Matrix, actual: number, index: 1) in <eval> at line number 707 at column number 12"
"Exception","animations/iwp-packaged/Optics, Geometric/refraction-in-box-2.iwp","iwp5:851 Compiled vars are not finite in <eval> at line number 707 at column number 12"
"Exception","animations/iwp-packaged/Optics, Geometric/ray-refraction-4e.iwp","null"
"Exception","animations/iwp-packaged/Optics, Geometric/ray-refraction-3c.iwp","null"
"Exception","animations/iwp-packaged/Optics, Geometric/ray-refraction-3b.iwp","null"
"Exception","animations/iwp-packaged/Optics, Geometric/prism-6.iwp","Unexpected Inner condition, was type: {"0":{"x":0,"y":0},"1":{"x":0,"y":4},"2":{"x":3.464101615137755,"y":1.9999999999999998}}"
"Exception","animations/iwp-packaged/Optics, Geometric/prism-3b.iwp","Unexpected Inner condition, was type: {"0":{"x":0,"y":0},"1":{"x":0,"y":4},"2":{"x":2.309401076758503,"y":0}}"
"Exception","animations/iwp-packaged/Optics, Geometric/ray-refraction-4g.iwp","null"
"Exception","animations/iwp-packaged/Optics, Geometric/ray-refraction-3d.iwp","null"
"result","path","totalFrames","framesWithDifferences","totalDifferences","framesWithLeftMissing","framesWithRightMissing","totalLeftMissing","totalRightMissing"
"Complete","animations/iwp-packaged/Optics, Geometric/refracted-waves-3.iwp","152","1","12","1","1","4681","0"
"Exception","animations/iwp-packaged/Optics, Geometric/ray-refraction-4c.iwp","Error: Undefined symbol r in <eval> at line number 707 at column number 12"
"Exception","animations/iwp-packaged/Optics, Geometric/refraction-in-box-3.iwp","iwp5:851 Compiled vars are not finite in <eval> at line number 707 at column number 12"
"Exception","animations/iwp-packaged/Optics, Geometric/ray-refraction-3e.iwp","null"
"Exception","animations/iwp-packaged/Optics, Geometric/prism-1.iwp","Unexpected Inner condition, was type: {"0":{"x":0,"y":0},"1":{"x":0,"y":4},"2":{"x":3.9999999999999996,"y":0}}"
"Exception","animations/iwp-packaged/Optics, Geometric/apparent-depth-template.iwp","Unexpected Inner condition, was type: {"0":{"x":1,"y":1},"1":{"x":-0.4204586314437101,"y":0},"2":{"x":-0.12184596476506482,"y":0}}"
"result","path","totalFrames","framesWithDifferences","totalDifferences","framesWithLeftMissing","framesWithRightMissing","totalLeftMissing","totalRightMissing"
"Complete","animations/iwp-packaged/Optics, Geometric/refracted-waves-5.iwp","152","1","12","1","1","5285","0"
"Exception","animations/iwp-packaged/Optics, Geometric/ray-refraction-3f.iwp","null"
"result","path","totalFrames","framesWithDifferences","totalDifferences","framesWithLeftMissing","framesWithRightMissing","totalLeftMissing","totalRightMissing"
"Complete","animations/iwp-packaged/Optics, Geometric/refracted-waves-4.iwp","152","1","12","1","1","4681","0"
"result","path","totalFrames","framesWithDifferences","totalDifferences","framesWithLeftMissing","framesWithRightMissing","totalLeftMissing","totalRightMissing"
"Complete","animations/iwp-packaged/Optics, Geometric/least-time-6.iwp","52","1","8","1","1","765","0"
"Exception","animations/iwp-packaged/Optics, Geometric/apparent-depth-6.iwp","Unexpected Inner condition, was type: {"0":{"x":1,"y":1},"1":{"x":-0.4204586314437101,"y":0},"2":{"x":-0.12184596476506482,"y":0}}"
"Exception","animations/iwp-packaged/Optics, Physical/2-source-inter.iwp","iwp6:1387> Unable to handle output with typeof: undefined in <eval> at line number 1468 at column number 7"
"Exception","animations/iwp-packaged/Optics, Physical/air-wedge-1.iwp","Unexpected Inner condition, was type: {"0":{"x":975,"y":0},"1":{"x":1000,"y":50},"2":{"x":1025,"y":0}}"
"Exception","animations/iwp-packaged/Optics, Physical/air-wedge-3.iwp","Unexpected Inner condition, was type: {"0":{"x":975,"y":0},"1":{"x":1000,"y":23.3},"2":{"x":1025,"y":0}}"
"Exception","animations/iwp-packaged/Optics, Physical/air-wedge-template.iwp","Unexpected Inner condition, was type: {"0":{"x":975,"y":0},"1":{"x":1000,"y":50},"2":{"x":1025,"y":0}}"
"Exception","animations/iwp-packaged/Optics, Physical/double-slit-1.iwp","null"
"Exception","animations/iwp-packaged/Optics, Physical/thin-film-2.iwp","Unexpected Inner condition, was type: {"0":{"x":-500,"y":50},"1":{"x":500,"y":50},"2":{"x":500,"y":-50},"3":{"x":-500,"y":-50}}"
"Exception","animations/iwp-packaged/Optics, Physical/thin-film-1.iwp","Unexpected Inner condition, was type: {"0":{"x":-500,"y":50},"1":{"x":500,"y":50},"2":{"x":500,"y":-50},"3":{"x":-500,"y":-50}}"
"result","path","totalFrames","framesWithDifferences","totalDifferences","framesWithLeftMissing","framesWithRightMissing","totalLeftMissing","totalRightMissing"
"Complete","animations/iwp-packaged/Oscillations/spring-motion.iwp","1001","1000","32980","1","1","19000","0"
"Exception","animations/iwp-packaged/Oscillations/damped-SHM-template.iwp","iwp6:1387> Unable to handle output with typeof: undefined in <eval> at line number 1468 at column number 7"
"result","path","totalFrames","framesWithDifferences","totalDifferences","framesWithLeftMissing","framesWithRightMissing","totalLeftMissing","totalRightMissing"
"Complete","animations/iwp-packaged/Oscillations/shm-compare-template.iwp","1001","1","4","1","1","7000","0"
"result","path","totalFrames","framesWithDifferences","totalDifferences","framesWithLeftMissing","framesWithRightMissing","totalLeftMissing","totalRightMissing"
"Complete","animations/iwp-packaged/Oscillations/shm-synchronize.iwp","152","1","2","1","1","1057","0"
"Exception","animations/iwp-packaged/Oscillations/vertical-spring-01.iwp","Error: Undefined symbol w in <eval> at line number 707 at column number 12"
"result","path","totalFrames","framesWithDifferences","totalDifferences","framesWithLeftMissing","framesWithRightMissing","totalLeftMissing","totalRightMissing"
"Complete","animations/iwp-packaged/Oscillations/shm-01.iwp","252","1","2","1","1","1255","0"
"result","path","totalFrames","framesWithDifferences","totalDifferences","framesWithLeftMissing","framesWithRightMissing","totalLeftMissing","totalRightMissing"
"Complete","animations/iwp-packaged/Oscillations/shm-phase-03.iwp","152","1","4","1","1","1057","0"
"Exception","animations/iwp-packaged/Oscillations/shm-graph-02.iwp","iwp6:1387> Unable to handle output with typeof: undefined in <eval> at line number 1468 at column number 7"
"Exception","animations/iwp-packaged/Oscillations/pendulum01.iwp","TypeError: Unexpected type of argument in function pow (expected: number or Complex or BigNumber or Fraction or Unit or Array or Matrix, actual: undefined, index: 0) in <eval> at line number 707 at column number 12"
"Exception","animations/iwp-packaged/Oscillations/shm-circle-analogy-01.iwp","iwp5:851 Compiled vars are not finite in <eval> at line number 707 at column number 12"
"Exception","animations/iwp-packaged/Oscillations/shm-graph-01.iwp","iwp6:1387> Unable to handle output with typeof: undefined in <eval> at line number 1468 at column number 7"
"Exception","animations/iwp-packaged/Oscillations/shm-xva-plot.iwp","iwp6:1387> Unable to handle output with typeof: undefined in <eval> at line number 1468 at column number 7"
"result","path","totalFrames","framesWithDifferences","totalDifferences","framesWithLeftMissing","framesWithRightMissing","totalLeftMissing","totalRightMissing"
"Complete","animations/iwp-packaged/Oscillations/lissajous-figures.iwp","1001","1","2","1","1","11000","0"
"Exception","animations/iwp-packaged/Oscillations/damped-1.iwp","TypeError: Unexpected type of argument in function multiplyScalar (expected: number or Complex or BigNumber or Fraction or Unit, actual: undefined, index: 1) in <eval> at line number 707 at column number 12"
"result","path","totalFrames","framesWithDifferences","totalDifferences","framesWithLeftMissing","framesWithRightMissing","totalLeftMissing","totalRightMissing"
"Complete","animations/iwp-packaged/Oscillations/shm-phase-01.iwp","152","1","4","1","1","1057","0"
